"","X.3","X.2","X.1","X","st_id","female","ethniccode","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","n_section","black_afram","hispanic_latinx","indigenous_am_indian","asian","pacific_islander","crs_year","crs_semq","white","major","stem_major","lettergrade"
"4763",4763,4763,4763,11537,"b6d4",0,6,0,0,0,0,0,4,3.85,3.83,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Finance",0,"A"
"4764",4764,4764,4764,11538,"6489",1,3,2,1,0,0,0,2.3,2.97,2.96,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Mathematics",1,"C+"
"4765",4765,4765,4765,11542,"f7bb",1,3,2,0,0,0,1,2.7,2.94,2.94,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Biological Sciences",1,"B-"
"4766",4766,4766,4766,11544,"6ae4",1,3,2,0,0,0,0,4,3.64,3.62,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Biological Sciences",1,"A"
"4767",4767,4767,4767,11547,"728a",0,3,2,0,1,0,0,3.3,3.74,3.77,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Communication",0,"B+"
"4768",4768,4768,4768,11549,"b5c5",1,6,0,0,0,0,0,2.7,3.27,3.25,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"English",0,"B-"
"4769",4769,4769,4769,11551,"c344",1,6,0,0,0,1,1,3,3.39,3.33,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Physics",1,"B"
"4770",4770,4770,4770,11552,"a3f0",0,NA,0,0,0,0,1,2,2.69,2.73,"BIO300",201810,680,NA,NA,NA,NA,NA,2018,"5",NA,"Physics",1,"C"
"4771",4771,4771,4771,11557,"c0db",1,3,2,0,0,0,0,2.7,3.22,3.26,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"English",0,"B-"
"4772",4772,4772,4772,11558,"5278",1,NA,0,0,0,0,0,3.7,3.49,3.54,"BIO300",201801,710,NA,NA,NA,NA,NA,2018,"1",NA,"Psychology",0,"A-"
"4773",4773,4773,4773,11563,"a312",1,6,0,1,0,0,0,2.7,3.07,3.08,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Chemistry",1,"B-"
"4774",4774,4774,4774,11564,"4a1d",1,3,2,1,0,0,1,3,2.72,2.83,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Physics",1,"B"
"4775",4775,4775,4775,11566,"fbe4",1,3,2,0,0,0,0,2.7,3.24,3.29,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Communication",0,"B-"
"4776",4776,4776,4776,11567,"95b3",1,1,1,0,0,0,0,3.7,3.25,3.17,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Political Science",0,"A-"
"4777",4777,4777,4777,11570,"bbae",1,3,2,0,1,0,0,3.7,3.84,3.85,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Communication",0,"A-"
"4778",4778,4778,4778,11571,"ec3c",1,3,2,0,0,0,0,4,3.96,3.95,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Finance",0,"A"
"4779",4779,4779,4779,11574,"e738",1,3,2,1,0,0,1,4,3.83,3.85,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Political Science",0,"A"
"4780",4780,4780,4780,11575,"228d",1,3,2,0,0,0,0,1.7,3.31,3.21,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Economics",1,"C-"
"4781",4781,4781,4781,11576,"a2c3",0,3,2,1,1,1,0,2,2.22,2.38,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Computer Science",1,"C"
"4782",4782,4782,4782,11577,"bc7d",0,3,2,1,0,1,0,1.7,2.64,2.53,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Political Science",0,"C-"
"4783",4783,4783,4783,11578,"77df",0,3,2,0,0,0,1,3.7,2.96,2.95,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Business Management",0,"A-"
"4784",4784,4784,4784,11584,"7265",1,6,0,0,0,0,0,2.3,2.84,2.9,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Biological Sciences",1,"C+"
"4785",4785,4785,4785,11585,"e7a7",0,3,2,1,0,1,1,0,2.1,1.92,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"English",0,"F"
"4786",4786,4786,4786,11586,"fdb4",1,5,1,0,0,0,0,4,3.95,3.96,"BIO300",201710,693,0,0,0,0,1,2017,"5",0,"Political Science",0,"A"
"4787",4787,4787,4787,11595,"bd71",1,3,2,1,0,0,1,2.3,3.07,3.12,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Psychology",0,"C+"
"4788",4788,4788,4788,11597,"c730",1,6,0,0,0,0,0,2.7,3.31,3.18,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Computer Science",1,"B-"
"4789",4789,4789,4789,11601,"367f",0,1,1,0,0,0,0,4,3.93,3.93,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Business Management",0,"A"
"4790",4790,4790,4790,11605,"1e4f",1,3,2,0,1,1,0,3.7,3.7,3.74,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Business Management",0,"A-"
"4791",4791,4791,4791,11607,"eba7",0,3,2,1,0,1,1,3.3,2.84,3.02,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Business Management",0,"B+"
"4792",4792,4792,4792,11610,"d3e6",1,6,0,1,0,1,0,3.7,3.52,3.56,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Chemistry",1,"A-"
"4793",4793,4793,4793,11611,"4f54",1,6,0,0,0,1,0,4,4,3.95,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Physics",1,"A"
"4794",4794,4794,4794,11612,"9b75",1,1,1,0,0,0,0,3,2.94,2.99,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Psychology",0,"B"
"4795",4795,4795,4795,11616,"65bf",1,6,0,0,0,0,0,2.3,3.33,3.31,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Business Management",0,"C+"
"4796",4796,4796,4796,11621,"cb70",0,6,0,0,0,0,0,3,3.68,3.68,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Business Management",0,"B"
"4797",4797,4797,4797,11622,"cb7d",1,3,2,0,0,0,0,4,3.35,3.38,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Mathematics",1,"A"
"4798",4798,4798,4798,11625,"7ce9",1,6,0,0,0,1,1,2,2.73,2.62,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Political Science",0,"C"
"4799",4799,4799,4799,11630,"6efd",0,6,0,0,0,0,0,3,3.08,3.14,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Biological Sciences",1,"B"
"4800",4800,4800,4800,11631,"0a32",1,6,0,0,0,0,1,3.3,3.55,3.59,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Chemistry",1,"B+"
"4801",4801,4801,4801,11633,"be24",0,6,0,0,0,0,1,3,3.53,3.52,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Finance",0,"B"
"4802",4802,4802,4802,11635,"f3ce",1,6,0,1,0,1,0,2.7,3.42,3.25,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Communication",0,"B-"
"4803",4803,4803,4803,11637,"c63d",1,1,1,0,0,0,0,2,2.77,2.92,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Political Science",0,"C"
"4804",4804,4804,4804,11643,"7347",0,6,0,0,0,0,0,4,3.69,3.71,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Computer Science",1,"A"
"4805",4805,4805,4805,11644,"2a7a",1,6,0,0,0,0,0,4,3.89,3.9,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Political Science",0,"A"
"4806",4806,4806,4806,11648,"bcaf",1,3,2,1,0,0,1,4,3.9,3.91,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Economics",1,"A"
"4807",4807,4807,4807,11655,"e638",0,3,2,0,0,0,0,1.7,2.98,2.91,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Communication",0,"C-"
"4808",4808,4808,4808,11656,"e2d1",1,6,0,1,0,0,0,2.3,3.05,3.09,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Chemistry",1,"C+"
"4809",4809,4809,4809,11657,"49f6",1,3,2,0,0,0,0,3,3.06,3.15,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Business Management",0,"B"
"4810",4810,4810,4810,11658,"5870",1,6,0,0,0,0,0,3.7,3.52,3.47,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Biological Sciences",1,"A-"
"4811",4811,4811,4811,11663,"cd24",1,1,1,1,0,0,1,4,3.39,3.43,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Psychology",0,"A"
"4812",4812,4812,4812,11666,"2f45",1,4,1,0,0,0,0,2,2.87,2.87,"BIO300",201803,727,1,0,0,0,0,2018,"2",0,"Business Management",0,"C"
"4813",4813,4813,4813,11667,"d0ac",1,1,1,0,0,1,0,3.3,NA,3.99,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Mathematics",1,"B+"
"4814",4814,4814,4814,11668,"0f9a",1,6,0,0,0,0,0,4,3.85,3.84,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Business Management",0,"A"
"4815",4815,4815,4815,11670,"cf5d",1,6,0,1,0,0,0,2.3,4,3.15,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Political Science",0,"C+"
"4816",4816,4816,4816,11674,"e3c5",0,6,0,1,0,1,0,3.7,NA,3.85,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Psychology",0,"A-"
"4817",4817,4817,4817,11675,"1b45",1,4,1,0,0,0,0,1.7,2.87,2.91,"BIO300",201910,683,1,0,0,0,0,2019,"5",0,"Physics",1,"C-"
"4818",4818,4818,4818,11676,"ac25",1,6,0,0,0,0,0,3.3,3.78,3.75,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Psychology",0,"B+"
"4819",4819,4819,4819,11678,"7879",1,6,0,0,0,1,0,2,3.07,3.12,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Chemistry",1,"C"
"4820",4820,4820,4820,11684,"b23a",1,3,2,0,0,0,0,1,2.38,2.32,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Chemistry",1,"D"
"4821",4821,4821,4821,11685,"286f",1,NA,0,1,0,0,1,2,2.64,2.92,"BIO300",201910,683,NA,NA,NA,NA,NA,2019,"5",NA,"Psychology",0,"C"
"4822",4822,4822,4822,11686,"4cd4",0,3,2,0,0,0,0,3.3,3.31,3.35,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Psychology",0,"B+"
"4823",4823,4823,4823,11687,"38fb",1,3,2,0,0,0,0,3,3.18,3.23,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Psychology",0,"B"
"4824",4824,4824,4824,11694,"2044",1,NA,0,0,0,0,0,2,3.04,3.01,"BIO300",201701,629,NA,NA,NA,NA,NA,2017,"1",NA,"English",0,"C"
"4825",4825,4825,4825,11701,"b1e1",1,3,2,0,0,0,0,4,3.4,3.39,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Political Science",0,"A"
"4826",4826,4826,4826,11703,"6b04",1,6,0,0,0,0,0,3.7,3.57,3.6,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Biological Sciences",1,"A-"
"4827",4827,4827,4827,11706,"b9a6",1,3,2,1,0,0,1,2.3,3.2,3.22,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Business Management",0,"C+"
"4828",4828,4828,4828,11710,"0a53",1,3,2,1,0,1,0,2,2.65,2.75,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Political Science",0,"C"
"4829",4829,4829,4829,11711,"cf44",1,3,2,1,0,0,1,3,3.14,3.15,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Political Science",0,"B"
"4830",4830,4830,4830,11712,"2dc3",1,1,1,1,0,1,0,3,3.53,3.54,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"English",0,"B"
"4831",4831,4831,4831,11713,"3443",1,1,1,1,0,0,1,3.7,3.57,3.59,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Psychology",0,"A-"
"4832",4832,4832,4832,11715,"8ba1",0,6,0,0,0,1,0,3.7,NA,4,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Business Management",0,"A-"
"4833",4833,4833,4833,11718,"8080",0,4,1,1,0,1,0,3.3,2.95,2.92,"BIO300",201901,799,1,0,0,0,0,2019,"1",0,"Physics",1,"B+"
"4834",4834,4834,4834,11720,"4cc9",0,3,2,1,0,0,1,3,2.95,2.95,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"English",0,"B"
"4835",4835,4835,4835,11721,"795f",1,6,0,0,0,0,0,2.3,3.17,3.15,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Computer Science",1,"C+"
"4836",4836,4836,4836,11723,"4727",1,3,2,0,0,1,0,1.7,3.7,3.6,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Biological Sciences",1,"C-"
"4837",4837,4837,4837,11727,"9587",1,3,2,0,0,1,0,4,3.97,3.93,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Mathematics",1,"A"
"4838",4838,4838,4838,11728,"a65f",1,6,0,0,0,0,0,3,3.36,3.38,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Biological Sciences",1,"B"
"4839",4839,4839,4839,11731,"2c6e",1,3,2,0,0,0,0,2.7,3.06,3.04,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Economics",1,"B-"
"4840",4840,4840,4840,11732,"0ccf",1,3,2,1,0,0,1,4,3.9,3.92,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Computer Science",1,"A"
"4841",4841,4841,4841,11735,"57c1",0,4,1,0,0,1,1,1.7,2.75,2.64,"BIO300",201703,703,1,0,0,0,0,2017,"2",0,"Physics",1,"C-"
"4842",4842,4842,4842,11739,"73b3",1,1,1,0,0,0,0,3,2.91,2.93,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Physics",1,"B"
"4843",4843,4843,4843,11742,"f86f",1,3,2,0,0,1,0,3,3.24,3.3,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Business Management",0,"B"
"4844",4844,4844,4844,11746,"ba8f",1,3,2,0,0,0,1,2.3,3.27,3.25,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Economics",1,"C+"
"4845",4845,4845,4845,11747,"2c37",1,3,2,0,0,0,0,4,3.92,3.9,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Finance",0,"A"
"4846",4846,4846,4846,11752,"a5ac",0,3,2,0,1,1,0,1.7,3.33,3.36,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Communication",0,"C-"
"4847",4847,4847,4847,11756,"e800",1,6,0,1,0,0,1,4,3.2,3.28,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"English",0,"A"
"4848",4848,4848,4848,11760,"226b",1,1,1,0,0,0,0,3,2.79,2.82,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Economics",1,"B"
"4849",4849,4849,4849,11761,"976f",0,3,2,0,0,1,0,3,3.69,3.55,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Economics",1,"B"
"4850",4850,4850,4850,11764,"c254",1,3,2,0,0,1,0,1.7,NA,1.7,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Physics",1,"C-"
"4851",4851,4851,4851,11766,"3a39",1,3,2,0,1,0,0,3,3.28,3.25,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"English",0,"B"
"4852",4852,4852,4852,11768,"fd21",0,3,2,0,0,0,0,3,3.91,3.91,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Mathematics",1,"B"
"4853",4853,4853,4853,11769,"cd69",1,6,0,0,0,0,0,2,3.18,3.21,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Political Science",0,"C"
"4854",4854,4854,4854,11770,"c4b4",1,3,2,0,0,0,0,2.7,3.22,3.19,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Physics",1,"B-"
"4855",4855,4855,4855,11771,"9fad",0,6,0,0,0,0,0,3,3.22,3.28,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Biological Sciences",1,"B"
"4856",4856,4856,4856,11772,"54bf",1,6,0,0,0,1,0,2,2.85,2.84,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Communication",0,"C"
"4857",4857,4857,4857,11777,"3913",1,1,1,0,0,1,0,2.7,2.71,2.73,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Mathematics",1,"B-"
"4858",4858,4858,4858,11782,"e9b2",0,6,0,0,0,1,0,1,2.73,2.58,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Biological Sciences",1,"D"
"4859",4859,4859,4859,11784,"4937",0,3,2,0,0,1,1,2.3,2.66,2.71,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Mathematics",1,"C+"
"4860",4860,4860,4860,11787,"18fe",1,NA,0,0,0,0,0,1.7,2.48,2.51,"BIO300",201610,637,NA,NA,NA,NA,NA,2016,"5",NA,"Psychology",0,"C-"
"4861",4861,4861,4861,11789,"733d",0,3,2,0,0,0,1,2.7,3.02,3.04,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Chemistry",1,"B-"
"4862",4862,4862,4862,11792,"c5a5",0,3,2,0,0,1,0,3,3.3,3.33,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Biological Sciences",1,"B"
"4863",4863,4863,4863,11793,"3b69",0,6,0,0,0,0,0,3.3,3.11,3.16,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Chemistry",1,"B+"
"4864",4864,4864,4864,11794,"7db6",0,3,2,1,0,0,0,3.7,3.57,3.57,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Psychology",0,"A-"
"4865",4865,4865,4865,11795,"64b2",0,6,0,0,0,1,0,3,2.73,2.6,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"English",0,"B"
"4866",4866,4866,4866,11796,"3c52",0,6,0,1,0,0,1,4,2.85,2.95,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Psychology",0,"A"
"4867",4867,4867,4867,11801,"9f01",1,6,0,0,0,0,0,2,2.91,2.89,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Computer Science",1,"C"
"4868",4868,4868,4868,11805,"afb2",1,3,2,0,0,0,1,2.3,2.88,2.9,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Business Management",0,"C+"
"4869",4869,4869,4869,11810,"be2b",1,4,1,0,0,1,1,1.7,2.98,3.08,"BIO300",201701,629,1,0,0,0,0,2017,"1",0,"Mathematics",1,"C-"
"4870",4870,4870,4870,11813,"31c7",1,3,2,1,0,0,0,1.3,3.08,3.02,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Psychology",0,"D+"
"4871",4871,4871,4871,11814,"696b",0,6,0,0,0,0,0,4,3.46,3.49,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Psychology",0,"A"
"4872",4872,4872,4872,11821,"5735",0,6,0,0,0,0,0,4,3.67,3.7,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Finance",0,"A"
"4873",4873,4873,4873,11826,"cdca",1,1,1,1,0,1,1,2.3,2.09,2.17,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Physics",1,"C+"
"4874",4874,4874,4874,11827,"41c7",1,3,2,1,0,0,0,2.3,2.4,2.35,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Physics",1,"C+"
"4875",4875,4875,4875,11829,"8ed9",1,6,0,0,0,0,0,2.7,3.21,3.21,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Physics",1,"B-"
"4876",4876,4876,4876,11830,"7368",0,3,2,0,0,1,0,2,3.31,2.8,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Economics",1,"C"
"4877",4877,4877,4877,11832,"b3a8",1,6,0,1,0,0,0,3,3.03,3.06,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Business Management",0,"B"
"4878",4878,4878,4878,11833,"9d52",1,6,0,0,0,0,0,0.7,2.76,2.83,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Political Science",0,"D-"
"4879",4879,4879,4879,11838,"c572",1,6,0,1,0,1,0,1,2.71,2.69,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Economics",1,"D"
"4880",4880,4880,4880,11840,"a7db",1,6,0,1,0,1,0,2.7,2.84,2.99,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Political Science",0,"B-"
"4881",4881,4881,4881,11842,"3568",1,6,0,0,0,1,0,2,NA,2.17,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Economics",1,"C"
"4882",4882,4882,4882,11843,"5500",1,3,2,0,0,1,1,3,NA,3.56,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Mathematics",1,"B"
"4883",4883,4883,4883,11846,"4e31",1,3,2,1,0,1,1,1.3,2.51,2.45,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Communication",0,"D+"
"4884",4884,4884,4884,11849,"c507",1,1,1,1,0,1,1,3,NA,3,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Business Management",0,"B"
"4885",4885,4885,4885,11850,"79f8",1,3,2,0,0,1,0,1.7,2.72,2.77,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Physics",1,"C-"
"4886",4886,4886,4886,11852,"b081",1,6,0,0,0,0,1,3.3,3.48,3.57,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Computer Science",1,"B+"
"4887",4887,4887,4887,11853,"3216",1,1,1,1,0,0,0,2.3,3.03,2.97,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Business Management",0,"C+"
"4888",4888,4888,4888,11860,"dd01",0,3,2,1,0,0,0,4,3.93,3.91,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Computer Science",1,"A"
"4889",4889,4889,4889,11861,"4b10",0,1,1,1,0,1,1,2.7,NA,3.08,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Political Science",0,"B-"
"4890",4890,4890,4890,11862,"3196",0,6,0,0,0,0,0,3,3.23,3.23,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Business Management",0,"B"
"4891",4891,4891,4891,11865,"252c",0,3,2,0,0,1,1,2,3.06,3.06,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Economics",1,"C"
"4892",4892,4892,4892,11872,"b985",0,3,2,0,0,1,0,3.3,2.74,2.74,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Physics",1,"B+"
"4893",4893,4893,4893,11875,"d7d4",1,4,1,0,0,0,1,2,2.63,2.66,"BIO300",201910,683,1,0,0,0,0,2019,"5",0,"Communication",0,"C"
"4894",4894,4894,4894,11878,"e38b",0,3,2,1,0,1,1,3.3,2.42,2.4,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Communication",0,"B+"
"4895",4895,4895,4895,11880,"2157",0,3,2,0,0,0,0,4,3.34,3.39,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Biological Sciences",1,"A"
"4896",4896,4896,4896,11885,"a001",1,3,2,0,0,0,0,3,2.77,2.84,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Mathematics",1,"B"
"4897",4897,4897,4897,11890,"506a",0,3,2,0,0,0,0,2.3,3.1,2.98,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Psychology",0,"C+"
"4898",4898,4898,4898,11894,"ccd8",1,NA,0,0,0,0,0,4,3.9,3.88,"BIO300",201901,799,NA,NA,NA,NA,NA,2019,"1",NA,"Psychology",0,"A"
"4899",4899,4899,4899,11913,"3e7c",1,3,2,1,0,0,1,2,3.09,3.17,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Mathematics",1,"C"
"4900",4900,4900,4900,11914,"7340",1,3,2,0,0,0,0,2.3,2.44,2.51,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Political Science",0,"C+"
"4901",4901,4901,4901,11916,"e67d",0,6,0,0,0,0,1,4,3.62,3.62,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Finance",0,"A"
"4902",4902,4902,4902,11919,"6b75",1,3,2,1,0,1,0,0,NA,3.15,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Biological Sciences",1,"F"
"4903",4903,4903,4903,11926,"3fe0",0,6,0,0,0,0,0,4,3.48,3.43,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Biological Sciences",1,"A"
"4904",4904,4904,4904,11928,"0848",0,3,2,0,0,0,0,2.7,2.6,2.51,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Biological Sciences",1,"B-"
"4905",4905,4905,4905,11939,"2e6b",1,3,2,0,0,0,1,4,3.48,3.54,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"English",0,"A"
"4906",4906,4906,4906,11941,"0839",1,3,2,0,0,1,0,2,NA,3.33,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Physics",1,"C"
"4907",4907,4907,4907,11942,"7d03",1,3,2,0,0,0,0,4,3.43,3.46,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Economics",1,"A"
"4908",4908,4908,4908,11943,"b55d",1,3,2,0,0,0,0,2,2.97,2.94,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Biological Sciences",1,"C"
"4909",4909,4909,4909,11944,"a8af",1,3,2,0,0,0,0,4,3.46,3.42,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Finance",0,"A"
"4910",4910,4910,4910,11947,"2a2e",0,3,2,0,0,0,0,3.3,3.11,3.11,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Chemistry",1,"B+"
"4911",4911,4911,4911,11952,"7e08",1,4,1,0,0,0,0,2.3,3.1,3.09,"BIO300",201803,727,1,0,0,0,0,2018,"2",0,"Economics",1,"C+"
"4912",4912,4912,4912,11958,"2063",1,3,2,0,0,0,0,3,2.78,2.77,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Computer Science",1,"B"
"4913",4913,4913,4913,11961,"5cb0",1,3,2,0,0,1,0,2,3.44,3.48,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Psychology",0,"C"
"4914",4914,4914,4914,11962,"9a3f",0,3,2,0,0,0,0,3.3,3.32,3.32,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Political Science",0,"B+"
"4915",4915,4915,4915,11964,"b6de",1,3,2,0,0,0,0,2.7,3.14,3.16,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Economics",1,"B-"
"4916",4916,4916,4916,11966,"a027",0,1,1,0,0,0,0,3,2.99,2.96,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Finance",0,"B"
"4917",4917,4917,4917,11967,"d915",1,3,2,0,0,1,0,2,2.25,2.25,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Mathematics",1,"C"
"4918",4918,4918,4918,11969,"d19a",1,6,0,1,0,0,0,4,3.63,3.64,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Political Science",0,"A"
"4919",4919,4919,4919,11971,"9150",0,3,2,0,0,1,0,3,3.19,3.2,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Chemistry",1,"B"
"4920",4920,4920,4920,11980,"17da",1,3,2,0,0,0,0,3.3,2.68,2.73,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Psychology",0,"B+"
